0, 0.06690512
1, 0.22995129
2, 0.25534254
3, -0.24028751
4, 0.4096498
5, -0.27474567
6, -0.06399228
7, 0.03138334
8, -0.19607423
9, -0.15700349
10, -0.046549402
11, 0.008894215
12, -0.20529848
13, -0.0501785
14, 0.17890419
15, 0.14255701
16, 0.19264749
17, -0.027546814
18, 0.1667706
19, -0.21262792
20, -0.06173134
21, 0.17609203
22, -0.15204394
23, 0.1199887
24, 0.038269456
25, -0.029518833
26, -0.056517005
27, -0.11929884
28, -0.092103325
29, 0.049709447
30, -0.043905534
31, 0.09169471
32, -0.046958115
33, -0.11807068
34, 0.20956936
35, -0.26670194
36, -0.23786104
37, 0.3479942
38, -0.22957826
39, 0.022979194
40, -0.14197916
41, 0.0884703
42, 0.10609154
43, 0.11046055
44, 0.12380475
45, -0.30631518
46, -0.053357128
47, 0.14083074
48, 0.1603683
49, -0.54041564
50, -0.2927329
51, 0.07011804
52, 0.13463014
53, 0.24288037
54, 0.25073245
55, -0.065915234
56, 0.27651215
57, -0.32443947
58, -0.053097915
59, -0.07097418
60, -0.0011566328
61, 0.13344634
62, 0.09138928
63, -0.1940002
64, 0.27610102
65, -0.111133225
66, 0.006614143
67, -0.09749804
68, -0.19030172
69, 0.200606
70, 0.014384783
71, 0.031067308
72, -0.13493642
73, -0.1888992
74, 0.029701527
75, 0.20090482
76, -0.09394751
77, 0.002243351
78, -0.018858492
79, 0.36385813
80, -0.13682514
81, -0.1553217
82, 0.19010349
83, 0.16104522
84, -0.055804275
85, 0.094751745
86, -0.075451635
87, -0.0457605
88, 0.0028546574
89, -0.024430139
90, -0.37808824
91, 0.10068783
92, 0.022608163
93, 0.11233175
94, -0.22925492
95, -0.17176406
96, -0.010140512
97, -0.01595706
98, 0.01867779
99, 0.15577132
100, 0.048030138
101, -0.12127046
102, -0.03813288
103, -0.066877104
104, 0.21989803
105, -0.057197377
106, -0.07679826
107, 0.2760301
108, 0.2432123
109, 0.36215663
110, 0.16298003
111, -0.13044833
112, 0.27387065
113, 0.0496176
114, 0.18283854
115, 0.20406243
116, 0.14043286
117, 0.11282012
118, 0.10463832
119, -0.014228842
120, -0.19569017
121, -0.009261582
122, -0.27353486
123, -0.12541968
124, -0.009607275
125, -0.26115984
126, -0.09230405
127, 0.14040413
128, -0.01731729
129, -0.06512854
130, -0.082735784
131, -0.10273857
132, 0.23896377
133, 0.15869139
134, -0.20227005
135, 0.024565168
136, 0.04322479
137, -0.31325534
138, 0.11204911
139, 0.23459947
140, -0.14880082
141, 0.210035
142, 0.24331798
143, -0.20577665
144, 0.24311079
145, 0.13374458
146, 0.25740936
147, -0.0787311
148, -0.38906518
149, 0.14786881
150, 0.106818266
151, 0.11685108
152, 0.19909528
153, 0.13680716
154, -0.24199148
155, 0.14092878
156, 0.043780584
157, 0.036403954
158, 0.11835582
159, -0.10020661
160, -0.2756871
161, -0.35622686
162, -0.048226472
163, 0.15240282
164, 0.044224117
165, -0.1718836
166, -0.13678741
167, 0.20042928
168, 0.3268136
169, -0.058254268
170, -0.21000423
171, -0.13810855
172, 0.19295539
173, -0.119306624
174, 0.088932246
175, -0.26857883
176, 0.1899707
177, -0.10692056
178, 0.15525144
179, 0.12666129
180, 0.18576613
181, -0.092761874
182, -0.0007218952
183, 0.13165295
184, -0.116876595
185, -0.057675645
186, 0.22434334
187, -0.15574059
188, -0.066173635
189, 0.17814645
190, 0.2742641
191, 0.08311428
192, -0.109342776
193, 0.23777938
194, 0.00021880702
195, -0.07699716
196, -0.1942833
197, 0.20672601
198, 0.07220252
199, -0.028135858
200, 0.22224303
201, -0.28896052
202, -0.054540366
203, 0.045580335
204, -0.023303825
205, -0.26369718
206, -0.09596805
207, -0.2255308
208, 0.12026581
209, 0.08762626
210, -0.2952052
211, 0.043204162
212, 0.18475626
213, -0.3335397
214, 0.022422407
215, 0.096065976
216, 0.087576635
217, 0.06604531
218, -0.09529034
219, 0.009437456
220, -0.17076379
221, 0.09045422
222, -0.07210941
223, -0.06970736
224, 0.23105955
225, -0.0052643893
226, -0.051812615
227, 0.23512784
228, 0.040296257
229, 0.07152106
230, 0.028488472
231, 0.07814148
232, 0.09231486
233, -0.18185742
234, -0.45874223
235, 0.18994309
236, 0.086136475
237, 0.1626669
238, 0.17153057
239, -0.017241577
240, 0.14784145
241, 0.36523327
242, 0.34451297
243, -0.3373843
244, 0.20122638
245, -0.03031429
246, -0.14280744
247, 0.05679906
248, 0.0050922497
249, 0.08356731
250, 0.109369695
251, -0.08090836
252, 0.014503097
253, 0.006594792
254, 0.09485557
255, 0.043252926
256, -0.1218535
257, 0.21591353
258, -0.017075978
259, 0.05683577
260, -0.49791655
261, 0.12732086
262, 0.12667409
263, -0.08917704
264, 0.33831322
265, 0.13068323
266, 0.049641356
267, -0.32435992
268, 0.10015741
269, -0.18293281
270, -0.12689693
271, 0.17056644
272, 0.047923896
273, 0.025335688
274, -0.022986114
275, -0.046089273
276, -0.011006942
277, 0.053389445
278, 0.12592724
279, -0.14956741
280, -0.16169795
281, -0.37213373
282, 0.08795988
283, -0.010913184
284, 0.20047337
285, 0.08503344
286, 0.070182346
287, -0.22855836
288, -0.03522888
289, 0.10286091
290, -0.12718235
291, 0.09878564
292, 0.19913112
293, -0.04398038
294, 0.14884563
295, -0.09671875
296, -0.017193088
297, 0.09640459
298, -0.061512295
299, -0.016050074
300, -0.12473415
301, -0.00014463876
302, 0.07139039
303, 0.23038438
